Title,Title_URL,Field1,Time
ZTE Flash,https://www.phonearena.com/phones/ZTE-Flash_id7382,Hardware,"Qualcomm Snapdragon S4 Plus
1GB RAM"
ZTE Flash,https://www.phonearena.com/phones/ZTE-Flash_id7382,Storage,", microSDHC"
ZTE Flash,https://www.phonearena.com/phones/ZTE-Flash_id7382,Battery,1780 mAh
Motorola PHOTON Q 4G LTE,https://www.phonearena.com/phones/Motorola-PHOTON-Q-4G-LTE_id7253,Released,"Aug 19, 2012"
Motorola PHOTON Q 4G LTE,https://www.phonearena.com/phones/Motorola-PHOTON-Q-4G-LTE_id7253,Display,"4.3 inches
960 x 540 pixels
"
Motorola PHOTON Q 4G LTE,https://www.phonearena.com/phones/Motorola-PHOTON-Q-4G-LTE_id7253,Camera,"8 MP (Single camera)
1.3 MP front"
Motorola PHOTON Q 4G LTE,https://www.phonearena.com/phones/Motorola-PHOTON-Q-4G-LTE_id7253,Hardware,"
1GB RAM"
Motorola PHOTON Q 4G LTE,https://www.phonearena.com/phones/Motorola-PHOTON-Q-4G-LTE_id7253,Storage,", microSDHC"
Motorola PHOTON Q 4G LTE,https://www.phonearena.com/phones/Motorola-PHOTON-Q-4G-LTE_id7253,Battery,1785 mAh
Motorola PHOTON Q 4G LTE,https://www.phonearena.com/phones/Motorola-PHOTON-Q-4G-LTE_id7253,OS,"Android 4.1
"
AT&T Fusion 2,https://www.phonearena.com/phones/AT-T-Fusion-2_id7375,OS,"Android 2.3
"
AT&T Fusion 2,https://www.phonearena.com/phones/AT-T-Fusion-2_id7375,Display,"3.5 inches
480 x 320 pixels
"
AT&T Fusion 2,https://www.phonearena.com/phones/AT-T-Fusion-2_id7375,Camera,"3.2 MP (Single camera)
"
AT&T Fusion 2,https://www.phonearena.com/phones/AT-T-Fusion-2_id7375,Hardware,"Qualcomm Snapdragon S1
0.5GB RAM"
AT&T Fusion 2,https://www.phonearena.com/phones/AT-T-Fusion-2_id7375,Storage,", microSDHC"
AT&T Fusion 2,https://www.phonearena.com/phones/AT-T-Fusion-2_id7375,Battery,1400 mAh
Samsung Galaxy Stellar,https://www.phonearena.com/phones/Samsung-Galaxy-Stellar_id7368,Released,"Aug 27, 2012"
Samsung Galaxy Stellar,https://www.phonearena.com/phones/Samsung-Galaxy-Stellar_id7368,Display,"4.0 inches
800 x 480 pixels
"
Samsung Galaxy Stellar,https://www.phonearena.com/phones/Samsung-Galaxy-Stellar_id7368,Camera,"3.2 MP (Single camera)
1.3 MP front"
Samsung Galaxy Stellar,https://www.phonearena.com/phones/Samsung-Galaxy-Stellar_id7368,Hardware,"Qualcomm Snapdragon S4 Plus
1GB RAM"
Samsung Galaxy Stellar,https://www.phonearena.com/phones/Samsung-Galaxy-Stellar_id7368,Storage,"4GB, microSDHC"
Samsung Galaxy Stellar,https://www.phonearena.com/phones/Samsung-Galaxy-Stellar_id7368,Battery,2100 mAh
Samsung Galaxy Stellar,https://www.phonearena.com/phones/Samsung-Galaxy-Stellar_id7368,OS,"Android 4.1
"
Samsung Galaxy Reverb,https://www.phonearena.com/phones/Samsung-Galaxy-Reverb_id7366,OS,"Android 4.0
Samsung TouchWiz UI"
Samsung Galaxy Reverb,https://www.phonearena.com/phones/Samsung-Galaxy-Reverb_id7366,Display,"4.0 inches
800 x 480 pixels
"
Samsung Galaxy Reverb,https://www.phonearena.com/phones/Samsung-Galaxy-Reverb_id7366,Camera,"5 MP (Single camera)
1.3 MP front"
Samsung Galaxy Reverb,https://www.phonearena.com/phones/Samsung-Galaxy-Reverb_id7366,Hardware,"Qualcomm Snapdragon S2
0.75GB RAM"
Samsung Galaxy Reverb,https://www.phonearena.com/phones/Samsung-Galaxy-Reverb_id7366,Storage,"4GB, microSDXC"
Samsung Galaxy Reverb,https://www.phonearena.com/phones/Samsung-Galaxy-Reverb_id7366,Battery,1700 mAh
Motorola DEFY PRO,https://www.phonearena.com/phones/Motorola-DEFY-PRO_id7361,OS,"Android 2.3.7
"
Motorola DEFY PRO,https://www.phonearena.com/phones/Motorola-DEFY-PRO_id7361,Display,"2.7 inches
320 x 480 pixels
"
Motorola DEFY PRO,https://www.phonearena.com/phones/Motorola-DEFY-PRO_id7361,Camera,"5 MP (Single camera)
0.3 MP VGA front"
Motorola DEFY PRO,https://www.phonearena.com/phones/Motorola-DEFY-PRO_id7361,Hardware,"Qualcomm Snapdragon S1
0.5GB RAM"
Motorola DEFY PRO,https://www.phonearena.com/phones/Motorola-DEFY-PRO_id7361,Storage,"1GB, microSDHC"
Motorola DEFY PRO,https://www.phonearena.com/phones/Motorola-DEFY-PRO_id7361,Battery,1700 mAh
Celkon A1,https://www.phonearena.com/phones/Celkon-A1_id7340,OS,"Android 2.2
"
Celkon A1,https://www.phonearena.com/phones/Celkon-A1_id7340,Display,"3.2 inches
400 x 240 pixels
"
Celkon A1,https://www.phonearena.com/phones/Celkon-A1_id7340,Camera,"2 MP (Single camera)
"
Celkon A1,https://www.phonearena.com/phones/Celkon-A1_id7340,Storage,", microSDHC"
Celkon A1,https://www.phonearena.com/phones/Celkon-A1_id7340,Battery,1000 mAh
Samsung Galaxy S Duos,https://www.phonearena.com/phones/Samsung-Galaxy-S-Duos_id7333,Released,"Sep 01, 2012"
Samsung Galaxy S Duos,https://www.phonearena.com/phones/Samsung-Galaxy-S-Duos_id7333,Display,"4.0 inches
800 x 480 pixels
"
Samsung Galaxy S Duos,https://www.phonearena.com/phones/Samsung-Galaxy-S-Duos_id7333,Camera,"5 MP (Single camera)
0.3 MP VGA front"
Samsung Galaxy S Duos,https://www.phonearena.com/phones/Samsung-Galaxy-S-Duos_id7333,Hardware,"Qualcomm Snapdragon S1
0.75GB RAM"
Samsung Galaxy S Duos,https://www.phonearena.com/phones/Samsung-Galaxy-S-Duos_id7333,Storage,"4GB, microSDHC"
Samsung Galaxy S Duos,https://www.phonearena.com/phones/Samsung-Galaxy-S-Duos_id7333,Battery,1500 mAh
Samsung Galaxy S Duos,https://www.phonearena.com/phones/Samsung-Galaxy-S-Duos_id7333,OS,"Android 4.0.4
"
Meizu MX,https://www.phonearena.com/phones/Meizu-MX_id7321,OS,"Android 4.0.3
"
Meizu MX,https://www.phonearena.com/phones/Meizu-MX_id7321,Display,"4.0 inches
960 x 640 pixels
"
Meizu MX,https://www.phonearena.com/phones/Meizu-MX_id7321,Camera,"8 MP (Single camera)
0.3 MP VGA front"
Meizu MX,https://www.phonearena.com/phones/Meizu-MX_id7321,Hardware,"Samsung Exynos 4 Quad
"
Meizu MX,https://www.phonearena.com/phones/Meizu-MX_id7321,Storage,"32GB, "
Meizu MX,https://www.phonearena.com/phones/Meizu-MX_id7321,Battery,1700 mAh
T-Mobile myTouch Q 2,https://www.phonearena.com/phones/T-Mobile-myTouch-Q-2_id7022,OS,"Android 2.3
"
T-Mobile myTouch Q 2,https://www.phonearena.com/phones/T-Mobile-myTouch-Q-2_id7022,Display,"4.0 inches
800 x 480 pixels
"
T-Mobile myTouch Q 2,https://www.phonearena.com/phones/T-Mobile-myTouch-Q-2_id7022,Camera,"5 MP (Single camera)
0.3 MP VGA front"
T-Mobile myTouch Q 2,https://www.phonearena.com/phones/T-Mobile-myTouch-Q-2_id7022,Hardware,"Qualcomm Snapdragon S2
1GB RAM"
T-Mobile myTouch Q 2,https://www.phonearena.com/phones/T-Mobile-myTouch-Q-2_id7022,Storage,"4GB, microSDHC"
T-Mobile myTouch Q 2,https://www.phonearena.com/phones/T-Mobile-myTouch-Q-2_id7022,Battery,1500 mAh
T-Mobile myTouch 2,https://www.phonearena.com/phones/T-Mobile-myTouch-2_id7327,OS,"Android 2.3
"
T-Mobile myTouch 2,https://www.phonearena.com/phones/T-Mobile-myTouch-2_id7327,Display,"4.0 inches
800 x 480 pixels
"
T-Mobile myTouch 2,https://www.phonearena.com/phones/T-Mobile-myTouch-2_id7327,Camera,"5 MP (Single camera)
0.3 MP VGA front"
T-Mobile myTouch 2,https://www.phonearena.com/phones/T-Mobile-myTouch-2_id7327,Hardware,"Qualcomm Snapdragon S2
1GB RAM"
T-Mobile myTouch 2,https://www.phonearena.com/phones/T-Mobile-myTouch-2_id7327,Storage,"4GB, microSDHC"
T-Mobile myTouch 2,https://www.phonearena.com/phones/T-Mobile-myTouch-2_id7327,Battery,1500 mAh
Samsung Galaxy S Relay 4G,https://www.phonearena.com/phones/Samsung-Galaxy-S-Relay-4G_id7300,Released,"Sep 19, 2012"
Samsung Galaxy S Relay 4G,https://www.phonearena.com/phones/Samsung-Galaxy-S-Relay-4G_id7300,Display,"4.0 inches
800 x 480 pixels
"
Samsung Galaxy S Relay 4G,https://www.phonearena.com/phones/Samsung-Galaxy-S-Relay-4G_id7300,Camera,"5 MP (Single camera)
1.3 MP front"
Samsung Galaxy S Relay 4G,https://www.phonearena.com/phones/Samsung-Galaxy-S-Relay-4G_id7300,Hardware,"Qualcomm Snapdragon S4 Plus
1GB RAM"
Samsung Galaxy S Relay 4G,https://www.phonearena.com/phones/Samsung-Galaxy-S-Relay-4G_id7300,Storage,"8GB, microSDHC"
Samsung Galaxy S Relay 4G,https://www.phonearena.com/phones/Samsung-Galaxy-S-Relay-4G_id7300,Battery,1800 mAh
Samsung Galaxy S Relay 4G,https://www.phonearena.com/phones/Samsung-Galaxy-S-Relay-4G_id7300,OS,"Android 4.0
Samsung TouchWiz UI"
Motorola ATRIX HD,https://www.phonearena.com/phones/Motorola-ATRIX-HD_id5718,Released,"Jul 15, 2012"
Motorola ATRIX HD,https://www.phonearena.com/phones/Motorola-ATRIX-HD_id5718,Display,"4.5 inches
1280 x 720 pixels
"
Motorola ATRIX HD,https://www.phonearena.com/phones/Motorola-ATRIX-HD_id5718,Camera,"8 MP (Single camera)
1.3 MP front"
Motorola ATRIX HD,https://www.phonearena.com/phones/Motorola-ATRIX-HD_id5718,Hardware,"Qualcomm Snapdragon S4 Plus
1GB RAM"
Motorola ATRIX HD,https://www.phonearena.com/phones/Motorola-ATRIX-HD_id5718,Storage,", microSDHC"
Motorola ATRIX HD,https://www.phonearena.com/phones/Motorola-ATRIX-HD_id5718,Battery,1780 mAh
Motorola ATRIX HD,https://www.phonearena.com/phones/Motorola-ATRIX-HD_id5718,OS,"Android 4.1
"
Samsung Galaxy Chat,https://www.phonearena.com/phones/Samsung-Galaxy-Chat_id7240,OS,"Android 4.0.4
Samsung TouchWiz UI"
Samsung Galaxy Chat,https://www.phonearena.com/phones/Samsung-Galaxy-Chat_id7240,Display,"3.0 inches
320 x 240 pixels
"
Samsung Galaxy Chat,https://www.phonearena.com/phones/Samsung-Galaxy-Chat_id7240,Camera,"2 MP (Single camera)
"
Samsung Galaxy Chat,https://www.phonearena.com/phones/Samsung-Galaxy-Chat_id7240,Storage,", microSDHC"
Samsung Galaxy Chat,https://www.phonearena.com/phones/Samsung-Galaxy-Chat_id7240,Battery,1200 mAh
GIGABYTE G1342,https://www.phonearena.com/phones/GIGABYTE-G1342_id7232,OS,"Android 4.0
"
GIGABYTE G1342,https://www.phonearena.com/phones/GIGABYTE-G1342_id7232,Display,"3.5 inches
480 x 320 pixels
"
GIGABYTE G1342,https://www.phonearena.com/phones/GIGABYTE-G1342_id7232,Camera,"5 MP (Single camera)
"
GIGABYTE G1342,https://www.phonearena.com/phones/GIGABYTE-G1342_id7232,Hardware,"
0.5GB RAM"
GIGABYTE G1342,https://www.phonearena.com/phones/GIGABYTE-G1342_id7232,Storage,", microSDHC"
GIGABYTE G1342,https://www.phonearena.com/phones/GIGABYTE-G1342_id7232,Battery,1300 mAh
BlackBerry Curve 9310,https://www.phonearena.com/phones/BlackBerry-Curve-9310_id7239,Released,"Jul 12, 2012"
BlackBerry Curve 9310,https://www.phonearena.com/phones/BlackBerry-Curve-9310_id7239,Display,"2.4 inches
240 x 320 pixels
"
BlackBerry Curve 9310,https://www.phonearena.com/phones/BlackBerry-Curve-9310_id7239,Camera,"3.2 MP (Single camera)
"
BlackBerry Curve 9310,https://www.phonearena.com/phones/BlackBerry-Curve-9310_id7239,Hardware,"
0.5GB RAM"
BlackBerry Curve 9310,https://www.phonearena.com/phones/BlackBerry-Curve-9310_id7239,Storage,", microSDHC"
BlackBerry Curve 9310,https://www.phonearena.com/phones/BlackBerry-Curve-9310_id7239,Battery,1450 mAh
BlackBerry Curve 9310,https://www.phonearena.com/phones/BlackBerry-Curve-9310_id7239,OS,"BlackBerry 7.1
"
Vertu Constellation Smile,https://www.phonearena.com/phones/Vertu-Constellation-Smile_id7225,OS,"Symbian Symbian^3
"
Vertu Constellation Smile,https://www.phonearena.com/phones/Vertu-Constellation-Smile_id7225,Display,"3.5 inches
640 x 360 pixels
"
Vertu Constellation Smile,https://www.phonearena.com/phones/Vertu-Constellation-Smile_id7225,Camera,"8 MP (Single camera)
"
Vertu Constellation Smile,https://www.phonearena.com/phones/Vertu-Constellation-Smile_id7225,Hardware,"
0.25GB RAM"
Vertu Constellation Smile,https://www.phonearena.com/phones/Vertu-Constellation-Smile_id7225,Storage,"32GB, "
Vertu Constellation Smile,https://www.phonearena.com/phones/Vertu-Constellation-Smile_id7225,Battery,1200 mAh
ZTE Grand X LTE,https://www.phonearena.com/phones/ZTE-Grand-X-LTE_id7188,OS,"Android 4.0
"
ZTE Grand X LTE,https://www.phonearena.com/phones/ZTE-Grand-X-LTE_id7188,Display,"4.3 inches
960 x 540 pixels
"
ZTE Grand X LTE,https://www.phonearena.com/phones/ZTE-Grand-X-LTE_id7188,Camera,"8 MP (Single camera)
1.3 MP front"
ZTE Grand X LTE,https://www.phonearena.com/phones/ZTE-Grand-X-LTE_id7188,Hardware,"Qualcomm Snapdragon S4 Plus
1GB RAM"
ZTE Grand X LTE,https://www.phonearena.com/phones/ZTE-Grand-X-LTE_id7188,Storage,"4GB, microSDHC"
ZTE Grand X LTE,https://www.phonearena.com/phones/ZTE-Grand-X-LTE_id7188,Battery,1900 mAh
ICEMOBILE Galaxy Prime,https://www.phonearena.com/phones/ICEMOBILE-Galaxy-Prime_id7174,OS,"Android 2.3.6
"
ICEMOBILE Galaxy Prime,https://www.phonearena.com/phones/ICEMOBILE-Galaxy-Prime_id7174,Display,"5.2 inches
800 x 480 pixels
"
ICEMOBILE Galaxy Prime,https://www.phonearena.com/phones/ICEMOBILE-Galaxy-Prime_id7174,Camera,"5 MP (Single camera)
0.3 MP VGA front"
ICEMOBILE Galaxy Prime,https://www.phonearena.com/phones/ICEMOBILE-Galaxy-Prime_id7174,Storage,"4GB, microSDHC"
ICEMOBILE Galaxy Prime,https://www.phonearena.com/phones/ICEMOBILE-Galaxy-Prime_id7174,Battery,2200 mAh
Amoi N807,https://www.phonearena.com/phones/Amoi-N807_id7172,OS,"Android 4.0
"
Amoi N807,https://www.phonearena.com/phones/Amoi-N807_id7172,Display,"4.0 inches
800 x 480 pixels
"
Amoi N807,https://www.phonearena.com/phones/Amoi-N807_id7172,Camera,"5 MP (Single camera)
"
Amoi N807,https://www.phonearena.com/phones/Amoi-N807_id7172,Storage,"4GB, microSDHC"
Amoi N807,https://www.phonearena.com/phones/Amoi-N807_id7172,Battery,1500 mAh
Amoi N808,https://www.phonearena.com/phones/Amoi-N808_id7171,OS,"Android 4.0
"
Amoi N808,https://www.phonearena.com/phones/Amoi-N808_id7171,Display,"4.3 inches
800 x 480 pixels
"
Amoi N808,https://www.phonearena.com/phones/Amoi-N808_id7171,Camera,"5 MP (Single camera)
0.3 MP VGA front"
Amoi N808,https://www.phonearena.com/phones/Amoi-N808_id7171,Storage,"4GB, microSDHC"
Amoi N808,https://www.phonearena.com/phones/Amoi-N808_id7171,Battery,2500 mAh
Amoi N700,https://www.phonearena.com/phones/Amoi-N700_id7170,OS,"Android 2.3
"
Amoi N700,https://www.phonearena.com/phones/Amoi-N700_id7170,Display,"3.5 inches
480 x 320 pixels
"
Amoi N700,https://www.phonearena.com/phones/Amoi-N700_id7170,Camera,"2 MP (Single camera)
"
Amoi N700,https://www.phonearena.com/phones/Amoi-N700_id7170,Storage,"2GB, microSDHC"
Amoi N700,https://www.phonearena.com/phones/Amoi-N700_id7170,Battery,1450 mAh
Amoi N89,https://www.phonearena.com/phones/Amoi-N89_id7169,OS,"Android 2.3
"
Amoi N89,https://www.phonearena.com/phones/Amoi-N89_id7169,Display,"4.0 inches
800 x 480 pixels
"
Amoi N89,https://www.phonearena.com/phones/Amoi-N89_id7169,Camera,"3.2 MP (Single camera)
"
Amoi N89,https://www.phonearena.com/phones/Amoi-N89_id7169,Hardware,"
0.5GB RAM"
Amoi N89,https://www.phonearena.com/phones/Amoi-N89_id7169,Storage,"4GB, microSDHC"
Amoi N89,https://www.phonearena.com/phones/Amoi-N89_id7169,Battery,1500 mAh
Sony Xperia miro,https://www.phonearena.com/phones/Sony-Xperia-miro_id7150,Released,"Sep 19, 2012"
Sony Xperia miro,https://www.phonearena.com/phones/Sony-Xperia-miro_id7150,Display,"3.5 inches
480 x 320 pixels
"
Sony Xperia miro,https://www.phonearena.com/phones/Sony-Xperia-miro_id7150,Camera,"5 MP (Single camera)
0.3 MP VGA front"
Sony Xperia miro,https://www.phonearena.com/phones/Sony-Xperia-miro_id7150,Hardware,"Qualcomm Snapdragon S1
0.5GB RAM"
Sony Xperia miro,https://www.phonearena.com/phones/Sony-Xperia-miro_id7150,Storage,"2.2GB, microSDHC"
Sony Xperia miro,https://www.phonearena.com/phones/Sony-Xperia-miro_id7150,Battery,1500 mAh
Sony Xperia miro,https://www.phonearena.com/phones/Sony-Xperia-miro_id7150,OS,"Android 4.0.4
"
Sony Xperia tipo,https://www.phonearena.com/phones/Sony-Xperia-tipo_id7151,OS,"Android 4.0.4
"
Sony Xperia tipo,https://www.phonearena.com/phones/Sony-Xperia-tipo_id7151,Display,"3.2 inches
480 x 320 pixels
"
Sony Xperia tipo,https://www.phonearena.com/phones/Sony-Xperia-tipo_id7151,Camera,"3.2 MP (Single camera)
"
Sony Xperia tipo,https://www.phonearena.com/phones/Sony-Xperia-tipo_id7151,Hardware,"Qualcomm Snapdragon S1
0.5GB RAM"
Sony Xperia tipo,https://www.phonearena.com/phones/Sony-Xperia-tipo_id7151,Storage,"2.5GB, microSDHC"
Sony Xperia tipo,https://www.phonearena.com/phones/Sony-Xperia-tipo_id7151,Battery,1500 mAh
Sony Xperia tipo dual,https://www.phonearena.com/phones/Sony-Xperia-tipo-dual_id7152,OS,"Android 4.0
"
Sony Xperia tipo dual,https://www.phonearena.com/phones/Sony-Xperia-tipo-dual_id7152,Display,"3.2 inches
480 x 320 pixels
"
Sony Xperia tipo dual,https://www.phonearena.com/phones/Sony-Xperia-tipo-dual_id7152,Camera,"3.2 MP (Single camera)
"
Sony Xperia tipo dual,https://www.phonearena.com/phones/Sony-Xperia-tipo-dual_id7152,Hardware,"Qualcomm Snapdragon S1
0.5GB RAM"
Sony Xperia tipo dual,https://www.phonearena.com/phones/Sony-Xperia-tipo-dual_id7152,Storage,"2.5GB, microSDHC"
Sony Xperia tipo dual,https://www.phonearena.com/phones/Sony-Xperia-tipo-dual_id7152,Battery,1500 mAh
HTC One V CDMA,https://www.phonearena.com/phones/HTC-One-V-CDMA_id7144,Released,"Jun 29, 2012"
HTC One V CDMA,https://www.phonearena.com/phones/HTC-One-V-CDMA_id7144,Display,"3.7 inches
800 x 480 pixels
"
HTC One V CDMA,https://www.phonearena.com/phones/HTC-One-V-CDMA_id7144,Camera,"5 MP (Single camera)
"
HTC One V CDMA,https://www.phonearena.com/phones/HTC-One-V-CDMA_id7144,Hardware,"Qualcomm Snapdragon S3
0.5GB RAM"
HTC One V CDMA,https://www.phonearena.com/phones/HTC-One-V-CDMA_id7144,Storage,", microSDHC"
HTC One V CDMA,https://www.phonearena.com/phones/HTC-One-V-CDMA_id7144,Battery,1500 mAh
HTC One V CDMA,https://www.phonearena.com/phones/HTC-One-V-CDMA_id7144,OS,"Android 4.0.3
Samsung TouchWiz UI"
Huawei Activa 4G,https://www.phonearena.com/phones/Huawei-Activa-4G_id7145,Released,"Jun 08, 2012"
Huawei Activa 4G,https://www.phonearena.com/phones/Huawei-Activa-4G_id7145,Display,"3.5 inches
480 x 320 pixels
"
Huawei Activa 4G,https://www.phonearena.com/phones/Huawei-Activa-4G_id7145,Camera,"5 MP (Single camera)
0.3 MP VGA front"
Huawei Activa 4G,https://www.phonearena.com/phones/Huawei-Activa-4G_id7145,Storage,"0.151GB, microSDHC"
Huawei Activa 4G,https://www.phonearena.com/phones/Huawei-Activa-4G_id7145,Battery,1880 mAh
Huawei Activa 4G,https://www.phonearena.com/phones/Huawei-Activa-4G_id7145,OS,"Android 2.3
"
HTC Desire V,https://www.phonearena.com/phones/HTC-Desire-V_id7139,OS,"Android 4.0
Samsung TouchWiz UI"
HTC Desire V,https://www.phonearena.com/phones/HTC-Desire-V_id7139,Display,"4.0 inches
800 x 480 pixels
"
HTC Desire V,https://www.phonearena.com/phones/HTC-Desire-V_id7139,Camera,"5 MP (Single camera)
"
HTC Desire V,https://www.phonearena.com/phones/HTC-Desire-V_id7139,Hardware,"Qualcomm Snapdragon S1
0.5GB RAM"
HTC Desire V,https://www.phonearena.com/phones/HTC-Desire-V_id7139,Storage,", microSDHC"
HTC Desire V,https://www.phonearena.com/phones/HTC-Desire-V_id7139,Battery,1650 mAh
Motorola MOTOSMART,https://www.phonearena.com/phones/Motorola-MOTOSMART_id7136,OS,"Android 2.3.6
"
Motorola MOTOSMART,https://www.phonearena.com/phones/Motorola-MOTOSMART_id7136,Display,"3.5 inches
480 x 320 pixels
"
